id;class;avg;sentence;particle;verb;all;objcase;objanimacy;objabs;subjcase;subjabs;nounsabs;subjanimacy;casegovernment
882;non-literal;4,33;'mclaren tegema järgneja sisse suur vahe';sisse;tegema;3,54;gen;no;1,81;nom;7,5;4,79;yes;0
883;non-literal;3,67;'ajapuudus ei olema võimalik ise see sisse tegema';sisse;tegema;1,75;part;no;2,13;nosubj;0;1,88;0;0
884;non-literal;3,33;'vast see sina palk suur auk sisse ei tegema';sisse;tegema;2,66;part;no;4,61;nom;2,13;3,85;no;0
885;non-literal;3,33;'ah see poeg kes auk sisse tegema';sisse;tegema;3,44;nom;no;4,61;nosubj;0;6,19;0;0
886;non-literal;3,33;'pratchett eripärane fantasy-maailm kohta olema ütlema et see eksisteerima seetõttu et tõenäosus olema sisse tegema mõni ootamatu jõnks';sisse;tegema;2,03;part;no;4,63;nom;0,9;3,67;yes;0
887;non-literal;3,67;'ostma see ära ja tegema maal sisse';sisse;tegema;3,08;nom;no;8,33;nom;1,91;5,23;yes;0
888;non-literal;4,33;'carolyn olema juba aasta värske puuvili sisse tegema';sisse;tegema;3,94;part;no;8,6;nom;6,19;6,12;yes;0
892;literal;0;'see tulema õngitsema läbi paarisentimeetrine auk mis ei pääsema õieti ligi ega nägema sisse vaatama';sisse;vaatama;2,63;noobj;0;0;nosubj;0;4,61;0;0
897;non-literal;3,67;'pangasisene õnnistama uus logo sisse laupäev rocca al mare tivol toimuma kinnine pidu';sisse;õnnistama;4,71;nom;no;7,8;nosubj;0;6,44;0;0
898;non-literal;3,33;'kirik õnnistama sisse 1938 aasta';sisse;õnnistama;4,06;nom;no;8,3;nosubj;0;8,3;0;0
899;non-literal;3,67;'vist õnnistama loodus see komme sisse uus pealinn parteikontor suvituslinn komandeerima linnapea';sisse;õnnistama;3,96;part;yes;7,56;nom;3,95;5,14;no;0
900;non-literal;3,33;'arvama eenoch kes pilootprojekt püha jekabs kirik riia tema päev sisse õnnistama';sisse;õnnistama;3,66;nom;no;8,3;nosubj;0;4,75;0;0
901;non-literal;3,67;'see laad kaigas muidugi olema sisse õnnistama üksnes uustulnuk oma jagu olema saama eurokirjanik luik ja kaplinski ning veel mõni';sisse;õnnistama;2,98;part;yes;3,77;nosubj;0;4,43;0;0
902;non-literal;3,67;'sama õhtu kui masin tartu jõudma õnnistama see ka sisse';sisse;õnnistama;3,64;nom;no;2,13;nosubj;0;5,07;0;0
903;non-literal;3,33;'laev õnnistama enne reis sisse briti printsess anne';sisse;õnnistama;4,54;gen;no;8,6;nom;8,4;6,42;yes;0
904;literal;0;'tema ei tohtima sisse kutsuma tema ei tohtima iste pakkuma';sisse;kutsuma;2,93;part;yes;3,27;nosubj;0;8,69;0;0
905;literal;0;'peremees kutsuma tema sisse';sisse;kutsuma;3,72;nom;yes;3,27;nom;6,86;6,86;yes;0
906;non-literal;4;'tartu jaamahoone ei kutsuma mitte kuidagi sisse';sisse;kutsuma;3,21;noobj;0;0;nom;8,03;6,49;yes;0
907;literal;0;'sisse kelus ei kutsuma';sisse;kutsuma;3,26;noobj;0;0;nom;6,42;6,42;yes;0
908;literal;0;'poiss seisma mitu tund kool trepp lumesadu kuni kasvataja tulema ja tema sisse kutsuma';sisse;kutsuma;4,65;gen;yes;3,27;nom;6,98;6,82;yes;0
909;literal;0;'enamik eelistama ootama millal tema sisse kutsuma et ise töötu abiraha saamine kiri panema';sisse;kutsuma;2,73;nom;yes;3,27;nosubj;0;4,44;0;0
910;literal;0;'fotograaf vehkima tema eemale ja kutsuma sisse kohv jooma';sisse;kutsuma;4,51;gen;yes;3,27;nom;7,89;8,37;yes;0
911;non-literal;4,33;'kui palju sina tina pannes päevas sisse kallasid';sisse;kallama;4,06;noobj;0;0;nom;3,02;708;yes;0
912;literal;0;'sest see saama ju sisse kallama üsna suur lisakogus joodav';sisse;kallama;2,64;part;no;4,88;nosubj;0;5,23;0;0
913;literal;1,67;'kui meri olema halb ilm ja vesi kallama sisse olema meeskond traks kinni';sisse;kallama;4,54;noobj;0;0;nom;8,26;7,46;no;0
914;literal;0;'ah ostma kümnekas eest mingi jama ja kallama sisse';sisse;kallama;3,52;noobj;0;0;nosubj;0;5,7;0;0
915;non-literal;3,67;'kui 1900 aasta olümpiamängud pariis maratonivõitja pool tee pidama ära kustuma kallama tema sisse kokteil';sisse;kallama;4,34;nom;no;7,45;nosubj;0;5,5;0;0
916;non-literal;3,67;'las tõrv kallab oma kohvi kähku sisse ja olgu õnnelik et niimoodi pääseb!';sisse;kallama;2,93;gen;no;8,85;nom;8,2;8,53;yes;0
917;non-literal;3,67;'näiteks alkohol võima õndnis hulka valima moslem sisse kallama nii palju kui mahtuma';sisse;kallama;3,05;part;no;7,8;nom;4,96;5,45;yes;0
919;literal;0,33;'torkama sisse ja nii õnnetult et kaks kord olema opereerima';sisse;torkama;2,91;noobj;0;0;nom;1,91;2,24;yes;0
923;non-literal;3,33;'arvama et tulema mingi essi tüüp ja taguma mina sisse';sisse;taguma;3,1;part;yes;1,91;nom;3,75;5,16;yes;0
924;non-literal;5;'ega kultuur alati leib teenima palju pidama oma raha sisse taguma';sisse;taguma;3,33;part;no;7,52;nosubj;0;5,95;0;0
925;non-literal;4,67;'prantsuse kriitik ei vaevuma alain delon film maa sisse taguma see olema lihtsalt nii halb';sisse;taguma;3,59;part;no;7,22;nom;5,88;5,91;yes;0
926;non-literal;3,33;'mõni endine noakangelane olema jõulu püha aeg küla mitu talumaja aken sisse tagunud';sisse;taguma;4,72;nom;no;9,15;nom;5,81;6,11;yes;0
927;literal;1,67;'vahetevahel tulema vanem õde vend eest seisma nagu siis kui teine poiss tanel hokilitter hammas sisse virutama';sisse;virutama;4,59;nom;no;8,91;nom;7,25;7,16;yes;0
928;literal;2;'kui kuskil korraldama meeleavaldus siis tulema eeslinn noortekamp ja virutama vaateaken sisse';sisse;virutama;3,75;part;no;7,62;nom;6,45;6,4;yes;0
929;literal;1,33;'mäletama kuidas tema mina eelmine aasta kindel kaks punkt ära võtma kui kasimir pall viimane minut sisse virutama';sisse;virutama;3,38;gen;no;8,1;nom;4;5,16;yes;0
930;non-literal;4,33;'ja kindlasti olema see kes nutma taga kunagine veelgi kaunima aeg';taga;nutma;2,75;part;no;3,47;nom;1,42;3,47;yes;0
931;non-literal;4,33;'lind lendama ja rippuma lagi puuma karglema arutult mööda ruum ringi ja naarits nutma niisama taga';taga;nutma;5,2;part;yes;7,76;nosubj;0;7,25;0;0
932;non-literal;3,67;'ellujäänu olema enam tundeenergia taga nutma langenu';taga;nutma;4,81;part;yes;7,46;nosubj;0;7,3;yes;0
933;non-literal;4,33;'vaid harva julgema mõni tahvelmaalija vanu aeg taga nutma';taga;nutma;3,1;part;no;3,47;nom;0;3,47;yes;0
934;non-literal;4,33;'ahi ei nutma suursoo taga vaid tõstma esile venemaa meistrisari klubi appi tulnu';taga;nutma;4,34;part;yes;6,3;nom;8,12;5,58;yes;0
935;non-literal;3,67;'tema aktsepteerima igati oma vend vaba tahe avaldus ega nutma tema taga';taga;nutma;3,11;part;yes;3,27;nom;3,27;3,8;yes;0
936;non-literal;4,33;'olema esimene vabariik tõesti nii ilus õilis ja õnnelik et tema tasuma taga nutma';taga;nutma;2,2;part;no;3,27;nosubj;0;2,9;0;0
937;non-literal;4,33;'kuna anu ei saama oma aeg skulptor kallis pronks viljelema olema tema praegu miski taga nutma';taga;nutma;3,28;part;no;1,41;nosubj;0;6,26;0;0
938;non-literal;4,33;'see kollane maja kopli ei nutma keegi taga';taga;nutma;5,55;part;no;8,81;nom;5,03;8,31;yes;0
939;non-literal;4,33;'eks ole ka tema tume karv minevik mis saama nostalgiline meenutama ja vajadus korral taga nutma';taga;nutma;2,71;part;no;1,14;nosubj;0;3,53;0;0
940;non-literal;4;'lasnamäe tervisekeskus arst töötav tatjana vassiljeva kihutama mõni arvama taga isiklik kibestumine';taga;kihutama;4,88;part;yes;7,34;nom;0,64;5,82;no;0
941;non-literal;4;'tõnis kihutama taga üllas aade võitlema tsiviliseeritus poolt tölplus ja barbaarus vastu';taga;kihutama;2,79;part;yes;6,68;nom;0,9;2,28;no;0
942;non-literal;4;'katkematult kestev uus turg nälg kihutama kodanlus taga kogu maamuna pind';taga;kihutama;4,2;part;no;2,01;nom;3,92;4,93;no;0
943;non-literal;4;'strauss poeem kihutama afekt heli taga ja programm muutma liikumiskiirus';taga;kihutama;4,64;part;no;7,52;nom;1,8;5,27;yes;0
944;non-literal;3;'nägema imik põgenev ema kes kihutama taga armukade joodik mees';taga;kihutama;4,66;part;yes;1,42;nom;7,31;6,86;yes;0
945;literal;0;'veel ebameeldiv olema see et tihe liiklus tänav sõitma vilkur auto kihutama mul taga nagu suur kurjategija';taga;kihutama;4,37;noobj;0;0;nom;9,8;7,94;no;0
946;non-literal;4,33;'reformimine tõukama tagant ka uus ja nõudlikum omanik tulek';tagant;tõukama;3,51;part;no;1,93;nom;2,52;3,62;no;0
947;non-literal;4,33;'mis sina tagant tõukama draamateater vastne naisdirektor eeskuju';tagant;tõukama;4,53;part;yes;3,02;nom;1,14;5,38;no;0
948;literal;0;'tuul tõukama tagant ja vihm ei sadama';tagant;tõukama;5,29;noobj;0;0;nom;6,8;7,31;no;0
949;non-literal;4,33;'roman mugur väljavahetamine tõukama esmajoones tagant tema hea parteikaaslane neinar seli';tagant;tõukama;4,36;part;no;2,18;nom;5,39;5,13;yes;0
950;non-literal;5;'täna tõukama vips tagant safo kaubamärk nõudepesuvahend turg';tagant;tõukama;5,65;part;no;5,21;nom;7,44;6,68;yes;0
951;non-literal;4,33;'ega tema see algus ei tahtma aga toimetus fotograaf jätkuma oid kõhklev neidis tagant tõukama';tagant;tõukama;3,79;part;yes;6,24;nosubj;0;4,65;0;0
952;non-literal;4,33;'üksteise tõukama tagant palju eriala üliõpilane kes ühendama kontsept ülim pidamine kunst';tagant;tõukama;3,32;part;yes;1,3;nom;5,37;3,87;yes;0
953;non-literal;5;'kui kõik eeltoodud väide kokku võtma saama ka retsept kuidas inimareng eesti tagant tõukama';tagant;tõukama;2,89;part;no;3,76;nosubj;0;3,54;0;0
954;non-literal;5;'mina ei teadma palju tõukama tagant mängulust';tagant;tõukama;2,96;part;yes;2,55;nom;2,16;2,16;no;0
958;literal;0;'tagasi minema tema pöidlaküüt kasutama';tagasi;minema;3,57;noobj;0;0;nom;3,27;6,28;yes;0
964;non-literal;3,33;'mina tulema aeg tagasi minema et öeldu seletama';tagasi;minema;2,37;noobj;0;0;nosubj;0;2,32;0;0
965;literal;0,67;'igatahes kolm aasta pärast lähme kindlasti tagasi et täitma kodanikukohus';tagasi;minema;2,33;noobj;0;0;nom;1,91;2,81;yes;0
966;non-literal;4,33;'kui kalev kaotama kippuma tulema sõber kaitsemängija vilba tagasi hoidma et tema plats kohtunik vaidlema ei kippuma';tagasi;hoidma;3,65;part;yes;6,24;nosubj;0;5,88;0;0
967;non-literal;4;'armee mäss hoidma tema hinnang tagasi vaid sõjaväeülestõus rahvuslik traditsioon puudumine venemaa';tagasi;hoidma;2,49;part;no;2,2;nom;1,72;2,65;no;0
968;non-literal;4,33;'hoidma ise tagasi et külglibisemine liiale ei minema';tagasi;hoidma;2,56;part;yes;1,58;nom;1,91;3,08;yes;0
969;non-literal;4;'post töötama suurelt osalt seltskond pärast seltskond hoidma tagasi ka parem pakkumine saama lahkuja';tagasi;hoidma;3,51;part;yes;6,26;nom;5,39;5,45;yes;0
970;non-literal;4,33;'ettevaatus headbanger maapind olema ikka liiga lähedal nii et hoidma ise pisut tagasi kui uus album kuulama';tagasi;hoidma;2,54;part;yes;1,58;nom;3,02;5,66;yes;0
971;non-literal;4,33;'liisa ei hoidma oma vaimustus kuidagi tagasi';tagasi;hoidma;2,15;part;no;1,29;nom;5,08;3,18;yes;0
972;non-literal;4,33;'õnn hoidma ämm mina aeg-ajalt tagasi ja laps saama ikka inimene';tagasi;hoidma;3,11;part;yes;1,91;nom;7,57;5,53;yes;0
973;non-literal;3,67;'schumacher õnn hoidma ferrari-mees tema jõud tagasi';tagasi;hoidma;2,9;part;yes;3,27;nom;7,31;3,25;yes;0
974;non-literal;4,33;'muudkui naerma või siis hoidma naer tagasi';tagasi;hoidma;4,01;part;no;7,29;nosubj;0;7,29;0;0
975;non-literal;4,33;'hille ei suutma pisar tagasi hoida';tagasi;hoidma;3,68;part;no;8,44;nom;6,12;7,28;yes;0
977;literal;0;'vaatama üle õlg tagasi ja tema olema enam';tagasi;vaatama;3,08;noobj;0;0;nom;1,91;8,88;yes;0
978;non-literal;3,67;'too aeg peale olema bush tagasi vaatama';tagasi;vaatama;3,2;noobj;0;0;nom;6,21;4,84;yes;0
979;non-literal;3,67;'mis üle sina tagasi vaatama uhkus tundma';tagasi;vaatama;2,22;noobj;0;0;nom;3,02;0,99;yes;0
985;non-literal;4;'nõnda püüdma tema tagasi võitma noorus mis olema tema ise meeles ohver tooma teadus';tagasi;võitma;2,04;part;no;2,1;nom;3,27;2,89;yes;0
986;non-literal;4;'üks päev marssima sisse impulsiivne ex-abikaasa helen püüdma tagasi võitmaa mees armastus ja krediitkaart';tagasi;võitma;4,04;part;no;4,82;nom;7,3;6,02;yes;0
987;non-literal;3,33;'alati kui see mees välismaa käima võitma tema sõiduraha mängupõrgu tagasi';tagasi;võitma;3,47;gen;no;5,69;nom;3,27;5,54;yes;0
988;non-literal;4;'möödunud sügis tooma tema rakvere lava lavastus mis ei üllatama sisuline sügavus ent võitma rakvere teater tagasi rakvere vaataja';tagasi;võitma;4,12;gen;yes;6,89;nom;6,88;6,71;yes;0
989;non-literal;3,33;'ta minema tagasi võitma götzis pihk libisenud 100-150 punkt';tagasi;võitma;4,54;part;no;5,65;nom;3,27;5,84;yes;0
990;non-literal;4;'tema olema arendama salakaval plaan kuidas oma firma tagasi võitma';tagasi;võitma;2,45;nom;no;5,84;nosubj;0;3,44;0;0
991;non-literal;4;'milleks see meeleheitlik katse superstaar seisus tagasi võitma';tagasi;võitma;2,99;part;no;2,64;nosubj;0;3,74;0;0
992;non-literal;4;'kui poliitik loobuma otsustusõigus püüdma rahvas see oma algatus tagasi võitma';tagasi;võitma;2,56;part;no;2,13;nom;6,55;3,7;yes;0
993;non-literal;4,33;'ometi tunduma nagu soovima üks osa sina kolleeg kaotatud aeg tagasi võitma';tagasi;võitma;2,61;part;no;3,47;nom;6,97;4,11;yes;0
1002;literal;0;'peitel põrkama tuhm kolks tagasi';tagasi;põrkama;5,34;noobj;0;0;nom;8,58;8,03;no;0
1006;literal;0;'teine korral üritama aken puruks lööma juba telliskivi aga see põrkama tagasi';tagasi;põrkama;3,87;noobj;0;0;nom;7,92;8,53;no;0
1009;literal;0,67;'telefonivalitsus lauaülem muudkui lubama ja käskima ikka pool aasta pärast tagasi tulema';tagasi;tulema;2,79;noobj;0;0;nom;3,98;3,77;yes;0
1010;literal;1,33;'nii hoidma see lipp kõrgel ja heavy-metal kõrgperiood hakkama tagasi tulema';tagasi;tulema;2,88;noobj;0;0;nom;2,25;5,51;no;0
1011;literal;0;'iga päev sõitma harku ja õhtu tagasi tulema sööma kodu lähedal must kass kõrts';tagasi;tulema;5,27;noobj;0;0;nom;1,91;7;yes;0
1012;literal;1,33;'kevad olemasolu ja lähedus tulema meel lõhn tulema tagasi viirushaigus taganema väljas olema valge ja ilus';tagasi;tulema;3,42;noobj;0;0;nom;5,98;3,82;no;0
1013;literal;1,33;'vähehaaval hakkama mälu tagasi tulema ning tema asuma elatud elu tükk-tükk rekonstrueerima';tagasi;tulema;2,38;noobj;0;0;nom;1,85;2,32;no;0
1015;literal;0;'tagasi tulema kell kümme õhtu ta saama terve';tagasi;tulema;4,08;noobj;0;0;nom;3,27;6,36;yes;0
1018;literal;0,33;'kaks õde tulema tagasi';tagasi;tulema;4,82;noobj;0;0;nom;7,25;7,25;yes;0
1019;literal;0,33;'kaks kiri tulema kiiresti tagasi';tagasi;tulema;4,09;noobj;0;0;nom;7,1;7,1;no;0
1028;non-literal;5;'tema poeg olema noor mees pistama noorik vahele';vahele;pistma;4,96;noobj;0;0;nom;6,94;7,34;yes;0
1030;non-literal;5;'baaridaam hilka pistma rõõmsalt vahele et tea ja raido käekäik vastu tundma suur huvi ka tema teismeline laps';vahele;pistma;3,55;noobj;0;0;nom;7,8;4,76;yes;0
1031;non-literal;5;'mees ikka pistma ilves enne vahele kui kersti iitsatama jõudma';vahele;pistma;4,23;noobj;0;0;nom;8,04;7,08;yes;0
1032;non-literal;5;'vaps olema siis juba maha suruma see mina teadma hästi pistma ellu vahele';vahele;pistma;2,77;noobj;0;0;nom;6,64;4,19;yes;0
1034;non-literal;5;'mis sina nüüd perutama katsuma helenius vahele pistma';vahele;pistma;3,62;noobj;0;0;nom;6,62;6,62;yes;0
1035;literal;0;'kaks tool korraga istuma olema paraku raske kippuma vahele kukkuma';vahele;kukkuma;3,9;noobj;0;0;nosubj;0;8,55;0;0
1036;non-literal;5;'see aasta kaotama kriveljova sise-mm Pavliš too kukkuma uuesti vahele';vahele;kukkuma;3,64;noobj;0;0;nom;1,94;5,4;yes;0
1037;non-literal;5;'salaviinakaupmees kukkuma järjest vahele';vahele;kukkuma;4,34;noobj;0;0;nom;5,34;5,34;yes;0
1038;non-literal;5;'paraku irvitama soomlane nüüdki eestlasne ja eesti seadus peale ja kukkuma uuesti vahele';vahele;kukkuma;3,17;noobj;0;0;nom;7,67;4,36;yes;0
1041;non-literal;4,33;'väga vastu hakkama siinne sallimatus mis ilmselt tulema see et nõukogu aeg olema kõik sarnane ja ühetaoline';vastu;hakkama;1,66;noobj;0;0;nom;1,28;2,32;no;0
1042;non-literal;3,67;'berliner hakkama koos juut klassivend fritz rotstein vastu';vastu;hakkama;4,41;noobj;0;0;nom;5,43;5,76;yes;0
1043;non-literal;3,67;'poiss püüdma tema takistama kuid naine hakkama vastu ja ütlema et vanker ja laps olema tema oma';vastu;hakkama;3,17;noobj;0;0;nom;7,5;6,34;yes;0
1045;non-literal;3,67;'püüdma vastu hakkama aga lõpuks alistuma';vastu;hakkama;1,35;noobj;0;0;nom;1,91;0;yes;0
1052;non-literal;3,67;'kindlasti hakkama vastu suurem osa ettevõtja';vastu;hakkama;2,19;noobj;0;0;nom;5,24;3,57;yes;0
1055;non-literal;3,67;'maarjamaa olema ise võtma ükskõik missugune võõrvägi tahes eestlane ei olema siiski vastu hakkama';vastu;hakkama;2,31;noobj;0;0;nom;5,74;4,9;yes;0
1058;non-literal;3,67;'heinmaa olema vastu panema loomupärane musikaalsus erksus filigraansus kõik detail';vastu;panema;2,46;noobj;0;0;nosubj;0;2,94;0;0
1065;non-literal;3,67;'mina eesti olema muu vastu panema kui gorbatšov visiit tallinn kümme aasta eest';vastu;panema;3,02;part;no;3,11;nosubj;0;3,9;0;0
1072;non-literal;3,33;'nrg küsima vastu pool loodav firma aktsia';vastu;küsima;3,98;nom;no;6,28;nom;5,19;4,82;yes;0
1073;non-literal;3,33;'vastu küsima savisaar lukas linnavolikogu esimees koht ning kuni kahehääleline esindatus linnavalitsus';vastu;küsima;3,67;part;no;4,85;nom;5,99;4,83;yes;0
1079;non-literal;4,67;'sageli võima kehakeel vastu rääkima või isegi ümber lükkama mina sõna';vastu;rääkima;2,61;noobj;0;0;nom;1,75;3;no;0
1080;literal;2;'tihti käituma alluv juht juuresolek alandlikult ja püüdma mitte vastu rääkima';vastu;rääkima;2,33;noobj;0;0;nom;3,77;3,91;yes;0
1083;literal;2;'mina ei leidma ju prügikast kuhu see panema rääkima noormees õhin vastu';vastu;rääkima;3,16;noobj;0;0;nom;7,04;7,94;yes;0
1086;literal;2;'see olema sama ohtlik nagu auto sõitmine kunagi ei tedma millal mõni hull sina selg sõitma rääkima arno vastu';vastu;rääkima;3,29;noobj;0;0;nom;3,97;5,98;yes;0
1087;non-literal;4,33;'aga välisminister põrutama vastu kes kurat siis laulupidu helsingi minema';vastu;põrutama;3,75;noobj;0;0;nom;6,69;5,59;yes;0
1088;non-literal;4,33;'põrutama vastu professionaalselt tema ajama oma asi mina oma';vastu;põrutama;2,92;noobj;0;0;nom;3,27;3,59;yes;0
1089;literal;1,67;'kui lõunaslaavlane eestlane küünarnukk lööma põrutama mina mees kartmatult vastu';vastu;põrutama;4,08;noobj;0;0;nom;7,31;6,54;yes;0
1090;non-literal;4,33;'raske seletama kuid sisetunne ütlema võitja tulema mina põrutama sakslane vastu';vastu;põrutama;2,93;noobj;0;0;nom;6,61;3,79;yes;0
1091;non-literal;4,33;'see olema hc kehra vaid hc kehva põrutama teine mees vastu';vastu;põrutama;4,25;noobj;0;0;nom;7,31;5,14;yes;0
1092;non-literal;4,33;'kui tõnis lukas ja jüri adams püstitama kultuuriministeerium tartu kolimine mõte põrutama erakonnakaaslane vardo rumessen tema vastu et kultuur asub tallinn';vastu;põrutama;4,5;noobj;0;0;nom;6,3;5,49;yes;0
1094;non-literal;4;'raske olema panema vastu kajama tühi pea nentima kunagi satiirik lec';vastu;kajama;3,43;noobj;0;0;part;8,42;6,19;no;0
1098;literal;1,33;'kui olema tuju laulma ka kõrge redel otsas lühter pühkima ja saal kajama vastu';vastu;kajama;4,49;noobj;0;0;nom;8,64;7,1;no;0
1100;non-literal;4;'evf eelarve defitsiit ei maksma rääkima abipalve riik poole ei kajama vastu';vastu;kajama;3,23;noobj;0;0;nom;2,67;4,06;no;0
1101;non-literal;4;'et autoritekst kajama vastu rahva suu ning kuulujutt teatavasti meelsasti tõde pea pakkuma olema visser siiski pidama mõningas kuulma fakt üle kontrollima';vastu;kajama;3,13;noobj;0;0;nom;8,6;5,13;no;0
1105;literal;1,33;'tähtvere rahvas mäletama kuidas merzin korsten otsas laulma nii et linn vastu kajama';vastu;kajama;4,55;noobj;0;0;nom;7,43;7,28;no;0
1106;non-literal;4;'press kajama vastu';vastu;kajama;4,24;noobj;0;0;nom;6,21;6,21;no;0
1108;non-literal;4,33;'maja olema praegugi saepuruplaat sein lööma klaasvatt vahtima vastu';vastu;vahtima;5,34;noobj;0;0;nom;7,87;8,32;no;0
1111;non-literal;4,33;'hommik kui üles ärkama vahtima tema vastu politseinik püssitoru';vastu;vahtima;4,52;noobj;0;0;nom;5,99;6,37;no;0
1113;non-literal;4,33;'inimlik muutuma deemonlik nägu lahustuma värv ja vorm samas vahtima värviplärakas mina 21 kompuutrisilm vastu';vastu;vahtima;3,63;noobj;0;0;nom;7,33;7,61;no;0
1114;non-literal;4,33;'supilinn häälestama mina eestiaegne laine kuid trepikoda astuma vahtima vastu sovjetiaeg';vastu;vahtima;4,01;noobj;0;0;nom;1,87;5,91;no;0
1115;literal;1;'shtooooo kostis kassaluugist vastu';vastu;kostma;4,93;noobj;0;0;nosubj;0;8,08;0;0
1116;literal;1;'kuidas mets hõikama nõnda mets vastu kostma';vastu;kostma;4,32;noobj;0;0;nom;8,42;8,42;no;0
1117;non-literal;3;'lugema kokku kõik see pihk itsitamine küüniline irve ning õõksudes naermine mis vint jutt vastu kostma';vastu;kostma;3,77;noobj;0;0;nom;4,87;5,51;no;0
